,Query,Subject,% alignment,length,# of mismatches,# of gaps,qstart,qend,sstart,send,E-value,bitscore,Subject_Loc,Query_Loc
137,lcl|NZ_CP012004.1_cds_WP_000212407.1_124,lcl|CP000521.1_cds_ABO13746.2_3667,100.0,1011,0,0,1,1011,1,1011,0.0,1868.0,A1S_3357,ACX60_RS00660
138,lcl|NZ_CP012004.1_cds_WP_001103537.1_125,lcl|CP000521.1_cds_ABO13745.2_3666,100.0,1158,0,0,1,1158,1,1158,0.0,2139.0,A1S_3356,ACX60_RS00665
139,lcl|NZ_CP012004.1_cds_WP_001176272.1_126,lcl|CP000521.1_cds_ABO13744.2_3665,100.0,726,0,0,1,726,1,726,0.0,1341.0,A1S_3355,ACX60_RS00670
140,lcl|NZ_CP012004.1_cds_WP_001176272.1_126,lcl|CP000521.1_cds_ABS90323.1_3664,100.0,86,0,0,1,86,20,105,1.66e-39,159.0,A1S_3898,ACX60_RS00670
141,lcl|NZ_CP012004.1_cds_WP_001016443.1_127,lcl|CP000521.1_cds_ABO13743.2_3663,100.0,1368,0,0,1,1368,1,1368,0.0,2527.0,A1S_3354,ACX60_RS00675
142,lcl|NZ_CP012004.1_cds_WP_000626023.1_128,lcl|CP000521.1_cds_ABO13742.2_3662,100.0,324,0,0,1,324,1,324,3.5499999999999996e-172,599.0,A1S_3353,ACX60_RS00680
143,lcl|NZ_CP012004.1_cds_WP_000477669.1_129,lcl|CP000521.1_cds_ABO13741.1_3661,100.0,504,0,0,1,504,1,504,0.0,931.0,A1S_3352,ACX60_RS00685
144,lcl|NZ_CP012004.1_cds_WP_000004719.1_130,lcl|CP000521.1_cds_ABO13740.2_3660,100.0,966,0,0,1,966,1,966,0.0,1784.0,A1S_3351,ACX60_RS00690
145,lcl|NZ_CP012004.1_cds_WP_001019316.1_131,lcl|CP000521.1_cds_ABO13739.2_3659,100.0,351,0,0,1,351,1,351,0.0,649.0,A1S_3350,ACX60_RS00695
146,lcl|NZ_CP012004.1_cds_WP_000958427.1_132,lcl|CP000521.1_cds_ABO13738.2_3658,100.0,546,0,0,1,546,1,546,0.0,1009.0,A1S_3349,ACX60_RS00700
147,lcl|NZ_CP012004.1_cds_WP_001258758.1_133,lcl|CP000521.1_cds_ABO13737.2_3657,100.0,768,0,0,1,768,1,768,0.0,1419.0,A1S_3348,ACX60_RS00705
148,lcl|NZ_CP012004.1_cds_WP_009517911.1_134,lcl|CP000521.1_cds_ABO13735.1_3655,100.0,873,0,0,943,1815,1,873,0.0,1613.0,A1S_3346,ACX60_RS00710
149,lcl|NZ_CP012004.1_cds_WP_009517911.1_134,lcl|CP000521.1_cds_ABO13736.1_3656,99.697,660,0,2,58,715,1,660,0.0,1206.0,A1S_3347,ACX60_RS00710
150,lcl|NZ_CP012004.1_cds_WP_000702273.1_135,lcl|CP000521.1_cds_ABO13734.2_3654,100.0,1194,0,0,1,1194,1,1194,0.0,2206.0,A1S_3345,ACX60_RS00715
151,lcl|NZ_CP012004.1_cds_WP_001025107.1_136,lcl|CP000521.1_cds_ABO13733.2_3653,100.0,912,0,0,1,912,1,912,0.0,1685.0,A1S_3344,ACX60_RS00720
152,lcl|NZ_CP012004.1_cds_WP_000717015.1_137,lcl|CP000521.1_cds_ABO13732.2_3652,99.772,438,0,1,1,438,1,437,0.0,802.0,A1S_3343,ACX60_RS00725
153,lcl|NZ_CP012004.1_cds_WP_000913166.1_138,lcl|CP000521.1_cds_ABO13731.1_3651,100.0,351,0,0,1,351,1,351,0.0,649.0,A1S_3342,ACX60_RS00730
154,lcl|NZ_CP012004.1_cds_WP_000612365.1_139,lcl|CP000521.1_cds_ABO13730.2_3650,100.0,825,0,0,1,825,1,825,0.0,1524.0,A1S_3341,ACX60_RS00735
155,lcl|NZ_CP012004.1_cds_WP_000211305.1_140,lcl|CP000521.1_cds_ABO13729.1_3649,100.0,651,0,0,1,651,1,651,0.0,1203.0,A1S_3340,ACX60_RS00740
156,lcl|NZ_CP012004.1_cds_WP_031978803.1_142,lcl|CP000521.1_cds_ABO13728.2_3648,100.0,2160,0,0,31,2190,1,2160,0.0,3989.0,A1S_3339,ACX60_RS00750
157,lcl|NZ_CP012004.1_cds_WP_000781166.1_143,lcl|CP000521.1_cds_ABO13727.1_3647,100.0,213,0,0,1,213,1,213,1.15e-110,394.0,A1S_3338,ACX60_RS00755
158,lcl|NZ_CP012004.1_cds_WP_001265495.1_144,lcl|CP000521.1_cds_ABO13726.2_3646,100.0,945,0,0,1,945,1,945,0.0,1746.0,A1S_3337,ACX60_RS00760
159,lcl|NZ_CP012004.1_cds_WP_000132430.1_145,lcl|CP000521.1_cds_ABO13725.2_3645,100.0,1098,0,0,1,1098,1,1098,0.0,2028.0,A1S_3336,ACX60_RS00765
160,lcl|NZ_CP012004.1_cds_WP_000075472.1_146,lcl|CP000521.1_cds_ABO13724.2_3644,100.0,1449,0,0,1,1449,1,1449,0.0,2676.0,A1S_3335,ACX60_RS00770
161,lcl|NZ_CP012004.1_cds_WP_000063661.1_147,lcl|CP000521.1_cds_ABO13723.2_3643,100.0,927,0,0,1,927,1,927,0.0,1712.0,A1S_3334,ACX60_RS00775
162,lcl|NZ_CP012004.1_cds_WP_000057903.1_148,lcl|CP000521.1_cds_ABO13722.2_3642,100.0,855,0,0,1,855,1,855,0.0,1580.0,A1S_3333,ACX60_RS00780
163,lcl|NZ_CP012004.1_cds_WP_001287630.1_149,lcl|CP000521.1_cds_ABO13721.2_3641,100.0,1263,0,0,1,1263,1,1263,0.0,2333.0,A1S_3332,ACX60_RS00785
164,lcl|NZ_CP012004.1_cds_WP_000135734.1_150,lcl|CP000521.1_cds_ABO13720.2_3640,100.0,1176,0,0,1,1176,1,1176,0.0,2172.0,A1S_3331,ACX60_RS00790
165,lcl|NZ_CP012004.1_cds_WP_000240697.1_151,lcl|CP000521.1_cds_ABO13719.2_3639,100.0,903,0,0,1,903,1,903,0.0,1668.0,A1S_3330,ACX60_RS00795
166,lcl|NZ_CP012004.1_cds_WP_000557460.1_153,lcl|CP000521.1_cds_ABO13718.2_3638,100.0,693,0,0,1,693,1,693,0.0,1280.0,A1S_3329,ACX60_RS00805
167,lcl|NZ_CP012004.1_cds_WP_000896433.1_154,lcl|CP000521.1_cds_ABO13717.2_3637,100.0,2718,0,0,1,2718,1,2718,0.0,5020.0,A1S_3328,ACX60_RS00810
168,lcl|NZ_CP012004.1_cds_WP_001166132.1_155,lcl|CP000521.1_cds_ABO13716.2_3636,100.0,1989,0,0,1,1989,1,1989,0.0,3674.0,A1S_3327,ACX60_RS00815
169,lcl|NZ_CP012004.1_cds_WP_000900285.1_156,lcl|CP000521.1_cds_ABS90322.2_3635,100.0,273,0,0,1,273,1,273,6.620000000000001e-144,505.0,A1S_3897,ACX60_RS00820
170,lcl|NZ_CP012004.1_cds_WP_001154984.1_157,lcl|CP000521.1_cds_ABO13715.2_3634,100.0,576,0,0,1,576,1,576,0.0,1064.0,A1S_3326,ACX60_RS00825
171,lcl|NZ_CP012004.1_cds_WP_049594794.1_158,lcl|CP000521.1_cds_ABO13713.1_3632,100.0,1631,0,0,64,1694,1,1631,0.0,3013.0,A1S_3324,ACX60_RS00830
172,lcl|NZ_CP012004.1_cds_WP_049594794.1_158,lcl|CP000521.1_cds_ABO13714.1_3633,100.0,282,0,0,1876,2157,1,282,5.55e-148,521.0,A1S_3325,ACX60_RS00830
173,lcl|NZ_CP012004.1_cds_WP_000505322.1_159,lcl|CP000521.1_cds_ABO13712.2_3631,100.0,798,0,0,1,798,1,798,0.0,1474.0,A1S_3323,ACX60_RS00835
174,lcl|NZ_CP012004.1_cds_WP_000952249.1_160,lcl|CP000521.1_cds_ABO13711.2_3630,100.0,366,0,0,1,366,1,366,0.0,676.0,A1S_3322,ACX60_RS00840
175,lcl|NZ_CP012004.1_cds_WP_000956023.1_161,lcl|CP000521.1_cds_ABO13710.2_3629,100.0,1467,0,0,1,1467,1,1467,0.0,2710.0,A1S_3321,ACX60_RS00845
176,lcl|NZ_CP012004.1_cds_WP_000119868.1_162,lcl|CP000521.1_cds_ABO13709.2_3628,100.0,1338,0,0,1,1338,1,1338,0.0,2471.0,A1S_3320,ACX60_RS00850
177,lcl|NZ_CP012004.1_cds_WP_001286115.1_163,lcl|CP000521.1_cds_ABO13708.2_3627,100.0,657,0,0,1,657,1,657,0.0,1214.0,A1S_3319,ACX60_RS00855
178,lcl|NZ_CP012004.1_cds_WP_000161612.1_164,lcl|CP000521.1_cds_ABO13707.2_3626,100.0,1698,0,0,1,1698,1,1698,0.0,3136.0,A1S_3318,ACX60_RS00860
179,lcl|NZ_CP012004.1_cds_WP_000731729.1_165,lcl|CP000521.1_cds_ABO13706.1_3625,100.0,768,0,0,1,768,1,768,0.0,1419.0,A1S_3317,ACX60_RS00865
180,lcl|NZ_CP012004.1_cds_WP_096640204.1_166,lcl|CP000521.1_cds_ABO13705.2_3624,99.891,919,0,1,163,1081,1,918,0.0,1690.0,A1S_3316,ACX60_RS00870
181,lcl|NZ_CP012004.1_cds_WP_000350419.1_167,lcl|CP000521.1_cds_ABO13704.1_3623,100.0,303,0,0,1,303,1,303,1.5600000000000002e-160,560.0,A1S_3315,ACX60_RS00875
182,lcl|NZ_CP012004.1_cds_WP_000819048.1_168,lcl|CP000521.1_cds_ABO13703.2_3622,100.0,1059,0,0,1,1059,1,1059,0.0,1956.0,A1S_3314,ACX60_RS00880
183,lcl|NZ_CP012004.1_cds_WP_000224848.1_169,lcl|CP000521.1_cds_ABO13702.2_3621,100.0,1293,0,0,1,1293,1,1293,0.0,2388.0,A1S_3313,ACX60_RS00885
184,lcl|NZ_CP012004.1_cds_WP_001028398.1_170,lcl|CP000521.1_cds_ABO13701.2_3620,100.0,708,0,0,1,708,1,708,0.0,1308.0,A1S_3312,ACX60_RS00890
185,lcl|NZ_CP012004.1_cds_WP_000752852.1_171,lcl|CP000521.1_cds_ABO13700.1_3619,100.0,981,0,0,1,981,1,981,0.0,1812.0,A1S_3311,ACX60_RS00895
186,lcl|NZ_CP012004.1_cds_WP_000457177.1_172,lcl|CP000521.1_cds_ABO13699.2_3618,100.0,576,0,0,1,576,1,576,0.0,1064.0,A1S_3310,ACX60_RS00900
187,lcl|NZ_CP012004.1_cds_WP_001002959.1_173,lcl|CP000521.1_cds_ABO13698.2_3617,100.0,1950,0,0,1,1950,1,1950,0.0,3602.0,A1S_3309,ACX60_RS00905
188,lcl|NZ_CP012004.1_cds_WP_000806365.1_174,lcl|CP000521.1_cds_ABO13697.1_3616,100.0,543,0,0,1,543,1,543,0.0,1003.0,A1S_3308,ACX60_RS00910
189,lcl|NZ_CP012004.1_cds_WP_001019410.1_175,lcl|CP000521.1_cds_ABO13696.2_3615,100.0,414,0,0,1,414,1,414,0.0,765.0,A1S_3307,ACX60_RS00915
190,lcl|NZ_CP012004.1_cds_WP_000192767.1_176,lcl|CP000521.1_cds_ABO13695.2_3614,100.0,1113,0,0,1,1113,1,1113,0.0,2056.0,A1S_3306,ACX60_RS00920
191,lcl|NZ_CP012004.1_cds_WP_000145704.1_177,lcl|CP000521.1_cds_ABO13694.1_3613,100.0,738,0,0,1,738,1,738,0.0,1363.0,A1S_3305,ACX60_RS00925
192,lcl|NZ_CP012004.1_cds_WP_001023261.1_178,lcl|CP000521.1_cds_ABO13693.2_3612,100.0,651,0,0,1,651,1,651,0.0,1203.0,A1S_3304,ACX60_RS00930
193,lcl|NZ_CP012004.1_cds_WP_001026735.1_179,lcl|CP000521.1_cds_ABO13692.2_3611,100.0,768,0,0,1,768,1,768,0.0,1419.0,A1S_3303,ACX60_RS00935
194,lcl|NZ_CP012004.1_cds_WP_001089744.1_180,lcl|CP000521.1_cds_ABO13691.2_3609,100.0,3498,0,0,1,3498,1,3498,0.0,6460.0,A1S_3302,ACX60_RS00940
195,lcl|NZ_CP012004.1_cds_WP_000372818.1_181,lcl|CP000521.1_cds_ABO13690.1_3608,100.0,333,0,0,1,333,1,333,3.63e-177,616.0,A1S_3301,ACX60_RS00945
196,lcl|NZ_CP012004.1_cds_WP_000871883.1_182,lcl|CP000521.1_cds_ABO13689.2_3607,100.0,1716,0,0,1,1716,1,1716,0.0,3169.0,A1S_3300,ACX60_RS00950
197,lcl|NZ_CP012004.1_cds_WP_001256565.1_183,lcl|CP000521.1_cds_ABO13688.2_3606,100.0,693,0,0,1,693,1,693,0.0,1280.0,A1S_3299,ACX60_RS00955
198,lcl|NZ_CP012004.1_cds_WP_001139472.1_184,lcl|CP000521.1_cds_ABO13687.2_3605,100.0,1968,0,0,1,1968,1,1968,0.0,3635.0,A1S_3298,ACX60_RS00960
199,lcl|NZ_CP012004.1_cds_WP_000733006.1_185,lcl|CP000521.1_cds_ABO13686.2_3604,100.0,900,0,0,1,900,1,900,0.0,1663.0,A1S_3297,ACX60_RS00965
200,lcl|NZ_CP012004.1_cds_WP_000016106.1_186,lcl|CP000521.1_cds_ABO13685.1_3603,100.0,1707,0,0,1,1707,1,1707,0.0,3153.0,A1S_3296,ACX60_RS00970
201,lcl|NZ_CP012004.1_cds_WP_000083355.1_187,lcl|CP000521.1_cds_ABO13684.2_3602,100.0,2835,0,0,1,2835,1,2835,0.0,5236.0,A1S_3295,ACX60_RS00975
202,lcl|NZ_CP012004.1_cds_WP_000826315.1_188,lcl|CP000521.1_cds_ABO13683.2_3601,100.0,603,0,0,1,603,1,603,0.0,1114.0,A1S_3294,ACX60_RS00980
203,lcl|NZ_CP012004.1_cds_WP_001256571.1_189,lcl|CP000521.1_cds_ABO13682.2_3600,100.0,978,0,0,1,978,1,978,0.0,1807.0,A1S_3293,ACX60_RS00985
204,lcl|NZ_CP012004.1_cds_WP_000580168.1_190,lcl|CP000521.1_cds_ABO13681.2_3599,100.0,354,0,0,1,354,1,354,0.0,654.0,A1S_3292,ACX60_RS00990
205,lcl|NZ_CP012004.1_cds_WP_000263328.1_191,lcl|CP000521.1_cds_ABO13680.2_3598,100.0,342,0,0,1,342,1,342,0.0,632.0,A1S_3291,ACX60_RS00995
206,lcl|NZ_CP012004.1_cds_WP_000899418.1_192,lcl|CP000521.1_cds_ABO13679.2_3597,100.0,675,0,0,1,675,1,675,0.0,1247.0,A1S_3290,ACX60_RS01000
207,lcl|NZ_CP012004.1_cds_WP_004833586.1_193,lcl|CP000521.1_cds_ABO13678.2_3596,100.0,1083,0,0,1,1083,1,1083,0.0,2001.0,A1S_3289,ACX60_RS01005
208,lcl|NZ_CP012004.1_cds_WP_000980462.1_194,lcl|CP000521.1_cds_ABO13677.2_3595,100.0,1362,0,0,4,1365,1,1362,0.0,2516.0,A1S_3288,ACX60_RS01010
209,lcl|NZ_CP012004.1_cds_WP_001215080.1_195,lcl|CP000521.1_cds_ABO13676.2_3594,100.0,582,0,0,1,582,1,582,0.0,1075.0,A1S_3287,ACX60_RS01015
210,lcl|NZ_CP012004.1_cds_WP_000082714.1_196,lcl|CP000521.1_cds_ABO13675.1_3593,100.0,324,0,0,1,324,1,324,3.5499999999999996e-172,599.0,A1S_3286,ACX60_RS01020
211,lcl|NZ_CP012004.1_cds_WP_000431605.1_197,lcl|CP000521.1_cds_ABO13674.2_3592,100.0,582,0,0,115,696,1,582,0.0,1075.0,A1S_3285,ACX60_RS01025
212,lcl|NZ_CP012004.1_cds_WP_000081859.1_198,lcl|CP000521.1_cds_ABO13673.2_3591,100.0,549,0,0,1,549,1,549,0.0,1014.0,A1S_3284,ACX60_RS01030
213,lcl|NZ_CP012004.1_cds_WP_000718865.1_199,lcl|CP000521.1_cds_ABO13672.1_3589,100.0,1443,0,0,1,1443,1,1443,0.0,2665.0,A1S_3283,ACX60_RS01035
214,lcl|NZ_CP012004.1_cds_WP_001257159.1_200,lcl|CP000521.1_cds_ABO13671.2_3588,100.0,1500,0,0,1,1500,1,1500,0.0,2771.0,A1S_3282,ACX60_RS01040
215,lcl|NZ_CP012004.1_cds_WP_000380902.1_201,lcl|CP000521.1_cds_ABO13670.2_3587,100.0,1293,0,0,1,1293,1,1293,0.0,2388.0,A1S_3281,ACX60_RS01045
216,lcl|NZ_CP012004.1_cds_WP_000615696.1_202,lcl|CP000521.1_cds_ABO13669.2_3586,100.0,1449,0,0,1,1449,1,1449,0.0,2676.0,A1S_3280,ACX60_RS01050
217,lcl|NZ_CP012004.1_cds_WP_000912182.1_203,lcl|CP000521.1_cds_ABO13668.2_3585,100.0,975,0,0,1,975,1,975,0.0,1801.0,A1S_3279,ACX60_RS01055
218,lcl|NZ_CP012004.1_cds_WP_000046156.1_204,lcl|CP000521.1_cds_ABO13667.1_3584,100.0,627,0,0,1,627,1,627,0.0,1158.0,A1S_3278,ACX60_RS01060
219,lcl|NZ_CP012004.1_cds_WP_000713965.1_205,lcl|CP000521.1_cds_ABO13666.1_3583,100.0,873,0,0,1,873,1,873,0.0,1613.0,A1S_3277,ACX60_RS01065
220,lcl|NZ_CP012004.1_cds_WP_000350212.1_206,lcl|CP000521.1_cds_ABO13665.2_3582,100.0,1299,0,0,1,1299,40,1338,0.0,2399.0,A1S_3276,ACX60_RS01070
221,lcl|NZ_CP012004.1_cds_WP_000645054.1_207,lcl|CP000521.1_cds_ABO13664.2_3581,100.0,828,0,0,1,828,1,828,0.0,1530.0,A1S_3275,ACX60_RS01075
222,lcl|NZ_CP012004.1_cds_WP_000114351.1_208,lcl|CP000521.1_cds_ABO13663.2_3580,100.0,426,0,0,1,426,1,426,0.0,787.0,A1S_3274,ACX60_RS01080
223,lcl|NZ_CP012004.1_cds_WP_000777195.1_209,lcl|CP000521.1_cds_ABO13662.1_3579,100.0,384,0,0,1,384,1,384,0.0,710.0,A1S_3273,ACX60_RS01085
224,lcl|NZ_CP012004.1_cds_WP_001089017.1_211,lcl|CP000521.1_cds_ABO13661.1_3578,100.0,1245,0,0,1,1245,1,1245,0.0,2300.0,A1S_3272,ACX60_RS01095
225,lcl|NZ_CP012004.1_cds_WP_000423157.1_212,lcl|CP000521.1_cds_ABO13660.2_3577,100.0,894,0,0,28,921,1,894,0.0,1652.0,A1S_3271,ACX60_RS01100
226,lcl|NZ_CP012004.1_cds_WP_001061082.1_213,lcl|CP000521.1_cds_ABO13659.2_3576,100.0,888,0,0,1,888,1,888,0.0,1640.0,A1S_3270,ACX60_RS01105
227,lcl|NZ_CP012004.1_cds_WP_002048124.1_214,lcl|CP000521.1_cds_ABO13658.1_3575,99.814,537,0,1,55,590,1,537,0.0,985.0,A1S_3269,ACX60_RS01110
228,lcl|NZ_CP012004.1_cds_WP_002048124.1_214,lcl|CP000521.1_cds_ABS90319.1_3574,99.398,166,0,1,559,724,1,165,9.59e-82,300.0,A1S_3894,ACX60_RS01110
229,lcl|NZ_CP012004.1_cds_WP_000789141.1_215,lcl|CP000521.1_cds_ABO13657.2_3573,100.0,393,0,0,1,393,1,393,0.0,726.0,A1S_3268,ACX60_RS01115
230,lcl|NZ_CP012004.1_cds_216,lcl|CP000521.1_cds_ABO13656.1_3572,100.0,570,0,0,433,1002,1,570,0.0,1053.0,A1S_3267,ACX60_RS01120
231,lcl|NZ_CP012004.1_cds_216,lcl|CP000521.1_cds_ABO13655.1_3571,100.0,288,0,0,61,348,1,288,1.18e-151,532.0,A1S_3266,ACX60_RS01120
232,lcl|NZ_CP012004.1_cds_WP_000447716.1_217,lcl|CP000521.1_cds_ABO13654.2_3570,100.0,903,0,0,1,903,1,903,0.0,1668.0,A1S_3265,ACX60_RS01125
233,lcl|NZ_CP012004.1_cds_WP_000584338.1_218,lcl|CP000521.1_cds_ABS90318.2_3569,100.0,801,0,0,1,801,1,801,0.0,1480.0,A1S_3893,ACX60_RS01130
234,lcl|NZ_CP012004.1_cds_WP_009517923.1_219,lcl|CP000521.1_cds_ABO13653.2_3568,100.0,552,0,0,1,552,1,552,0.0,1020.0,A1S_3264,ACX60_RS01135
235,lcl|NZ_CP012004.1_cds_WP_000455804.1_220,lcl|CP000521.1_cds_ABO13652.1_3567,100.0,417,0,0,1,417,1,417,0.0,771.0,A1S_3263,ACX60_RS01140
236,lcl|NZ_CP012004.1_cds_WP_000654307.1_221,lcl|CP000521.1_cds_ABO13651.2_3566,100.0,315,0,0,1,315,1,315,3.47e-167,582.0,A1S_3262,ACX60_RS01145
237,lcl|NZ_CP012004.1_cds_WP_000142811.1_222,lcl|CP000521.1_cds_ABS90317.2_3565,100.0,624,0,0,40,663,1,624,0.0,1153.0,A1S_3892,ACX60_RS01150
238,lcl|NZ_CP012004.1_cds_WP_000016867.1_224,lcl|CP000521.1_cds_ABO13650.2_3564,100.0,1152,0,0,1,1152,1,1152,0.0,2128.0,A1S_3261,ACX60_RS01160
239,lcl|NZ_CP012004.1_cds_WP_025467427.1_225,lcl|CP000521.1_cds_ABS90316.1_3563,100.0,477,0,0,406,882,1,477,0.0,881.0,A1S_3891,ACX60_RS01165
240,lcl|NZ_CP012004.1_cds_WP_001215540.1_226,lcl|CP000521.1_cds_ABO13649.1_3562,100.0,207,0,0,1,207,1,207,2.4e-107,383.0,A1S_3260,ACX60_RS01170
241,lcl|NZ_CP012004.1_cds_WP_000128772.1_227,lcl|CP000521.1_cds_ABO13648.2_3561,100.0,336,0,0,1,336,1,336,7.870000000000001e-179,621.0,A1S_3259,ACX60_RS01175
242,lcl|NZ_CP012004.1_cds_WP_000753357.1_228,lcl|CP000521.1_cds_ABO13647.1_3560,100.0,558,0,0,1,558,1,558,0.0,1031.0,A1S_3258,ACX60_RS01180
243,lcl|NZ_CP012004.1_cds_WP_000492972.1_229,lcl|CP000521.1_cds_ABO13646.2_3559,100.0,957,0,0,1,957,1,957,0.0,1768.0,A1S_3257,ACX60_RS01185
244,lcl|NZ_CP012004.1_cds_WP_000754784.1_232,lcl|CP000521.1_cds_ABO13645.2_3558,100.0,663,0,0,1,663,1,663,0.0,1225.0,A1S_3256,ACX60_RS01200
245,lcl|NZ_CP012004.1_cds_WP_000793078.1_233,lcl|CP000521.1_cds_ABO13644.2_3557,100.0,813,0,0,1,813,1,813,0.0,1502.0,A1S_3255,ACX60_RS01205
246,lcl|NZ_CP012004.1_cds_WP_001181667.1_234,lcl|CP000521.1_cds_ABO13643.2_3555,100.0,1878,0,0,1,1878,1,1878,0.0,3469.0,A1S_3254,ACX60_RS01215
247,lcl|NZ_CP012004.1_cds_WP_011860463.1_235,lcl|CP000521.1_cds_ABO13642.2_3554,100.0,393,0,0,52,444,1,393,0.0,726.0,A1S_3253,ACX60_RS01220
248,lcl|NZ_CP012004.1_cds_WP_000157128.1_236,lcl|CP000521.1_cds_ABO13641.2_3553,100.0,1080,0,0,1,1080,1,1080,0.0,1995.0,A1S_3252,ACX60_RS01225
249,lcl|NZ_CP012004.1_cds_WP_000458293.1_237,lcl|CP000521.1_cds_ABO13640.2_3552,100.0,600,0,0,1,600,1,600,0.0,1109.0,A1S_3251,ACX60_RS01230
250,lcl|NZ_CP012004.1_cds_WP_000476055.1_238,lcl|CP000521.1_cds_ABO13639.1_3551,100.0,243,0,0,1,243,1,243,2.77e-127,449.0,A1S_3250,ACX60_RS01235
251,lcl|NZ_CP012004.1_cds_WP_001045987.1_239,lcl|CP000521.1_cds_ABO13638.1_3550,100.0,690,0,0,1,690,1,690,0.0,1275.0,A1S_3248,ACX60_RS01240
252,lcl|NZ_CP012004.1_cds_WP_001135873.1_240,lcl|CP000521.1_cds_ABO13637.2_3549,100.0,1005,0,0,1,1005,1,1005,0.0,1857.0,A1S_3247,ACX60_RS01245
253,lcl|NZ_CP012004.1_cds_WP_000911628.1_241,lcl|CP000521.1_cds_ABO13636.2_3548,100.0,639,0,0,1,639,1,639,0.0,1181.0,A1S_3246,ACX60_RS01250
254,lcl|NZ_CP012004.1_cds_WP_000880078.1_242,lcl|CP000521.1_cds_ABO13635.2_3547,100.0,759,0,0,1,759,1,759,0.0,1402.0,A1S_3245,ACX60_RS01255
255,lcl|NZ_CP012004.1_cds_WP_000118182.1_243,lcl|CP000521.1_cds_ABO13634.2_3546,100.0,951,0,0,1,951,1,951,0.0,1757.0,A1S_3244,ACX60_RS01260
256,lcl|NZ_CP012004.1_cds_WP_001205591.1_244,lcl|CP000521.1_cds_ABO13633.2_3545,100.0,630,0,0,1,630,1,630,0.0,1164.0,A1S_3243,ACX60_RS01265
257,lcl|NZ_CP012004.1_cds_WP_001088854.1_245,lcl|CP000521.1_cds_ABO13632.2_3544,100.0,393,0,0,1,393,1,393,0.0,726.0,A1S_3242,ACX60_RS01270
258,lcl|NZ_CP012004.1_cds_WP_000021008.1_246,lcl|CP000521.1_cds_ABO13631.2_3543,100.0,312,0,0,1,312,1,312,1.5999999999999998e-165,577.0,A1S_3241,ACX60_RS01275
259,lcl|NZ_CP012004.1_cds_WP_000938127.1_247,lcl|CP000521.1_cds_ABO13630.2_3542,100.0,903,0,0,1,903,1,903,0.0,1668.0,A1S_3240,ACX60_RS01280
260,lcl|NZ_CP012004.1_cds_WP_000083600.1_248,lcl|CP000521.1_cds_ABO13629.1_3540,100.0,552,0,0,1,552,1,552,0.0,1020.0,A1S_3239,ACX60_RS01285
261,lcl|NZ_CP012004.1_cds_WP_000905538.1_249,lcl|CP000521.1_cds_ABO13628.1_3539,100.0,732,0,0,1,732,1,732,0.0,1352.0,A1S_3238,ACX60_RS01290
262,lcl|NZ_CP012004.1_cds_WP_001287564.1_250,lcl|CP000521.1_cds_ABO13627.2_3538,100.0,642,0,0,1,642,1,642,0.0,1186.0,A1S_3237,ACX60_RS01295
263,lcl|NZ_CP012004.1_cds_WP_001087822.1_251,lcl|CP000521.1_cds_ABO13626.2_3537,100.0,549,0,0,1,549,1,549,0.0,1014.0,A1S_3236,ACX60_RS01300
264,lcl|NZ_CP012004.1_cds_WP_000196732.1_252,lcl|CP000521.1_cds_ABO13625.2_3536,100.0,618,0,0,1,618,1,618,0.0,1142.0,A1S_3235,ACX60_RS01305
265,lcl|NZ_CP012004.1_cds_WP_000194096.1_253,lcl|CP000521.1_cds_ABO13624.2_3535,100.0,594,0,0,1,594,1,594,0.0,1098.0,A1S_3234,ACX60_RS01310
266,lcl|NZ_CP012004.1_cds_WP_001123236.1_254,lcl|CP000521.1_cds_ABO13623.1_3534,100.0,384,0,0,1,384,1,384,0.0,710.0,A1S_3233,ACX60_RS01315
267,lcl|NZ_CP012004.1_cds_WP_000469967.1_255,lcl|CP000521.1_cds_ABO13622.2_3533,100.0,432,0,0,1,432,1,432,0.0,798.0,A1S_3232,ACX60_RS01330
268,lcl|NZ_CP012004.1_cds_WP_000059340.1_256,lcl|CP000521.1_cds_ABO13621.2_3532,100.0,1515,0,0,1,1515,1,1515,0.0,2798.0,A1S_3231,ACX60_RS01335
269,lcl|NZ_CP012004.1_cds_WP_000051217.1_258,lcl|CP000521.1_cds_ABO13620.2_3531,100.0,1458,0,0,1,1458,1,1458,0.0,2693.0,A1S_3230,ACX60_RS01340
270,lcl|NZ_CP012004.1_cds_WP_000060753.1_259,lcl|CP000521.1_cds_ABO13619.2_3530,100.0,765,0,0,1,765,1,765,0.0,1413.0,A1S_3229,ACX60_RS01345
271,lcl|NZ_CP012004.1_cds_WP_002048094.1_260,lcl|CP000521.1_cds_ABO13617.1_3528,100.0,1686,0,0,664,2349,1,1686,0.0,3114.0,A1S_3227,ACX60_RS01350
272,lcl|NZ_CP012004.1_cds_WP_002048094.1_260,lcl|CP000521.1_cds_ABO13618.1_3529,99.82,555,0,1,22,575,1,555,0.0,1018.0,A1S_3228,ACX60_RS01350
273,lcl|NZ_CP012004.1_cds_WP_025467428.1_261,lcl|CP000521.1_cds_ABO13616.2_3527,100.0,2121,0,0,70,2190,1,2121,0.0,3917.0,A1S_3225,ACX60_RS01355
